"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 2.9.307";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"2948.72";"";"1268";"1.13";"0.9";"0.06";"1.47";"0.75";"0.0";"733.32";"1.31";"4.02";"1.05";"34.7";"39.94";"22.7";"23.59";"23.09";"3.82";"0.57";"1010.07";"";"407";"1.12";"0.89";"0.05";"2.02";"0.71";"0.0";"821.46";"1.27";"1.23";"1.27";"39.96";"45.25";"28.32";"26.87";"27.68";"0.84"
"Strategy 2.9.316";"PASSED";"0.73";"NDXm_TICK_UTCPlus02";"M15";"4222.77";"";"1294";"1.15";"1.01";"0.09";"2.11";"0.78";"0.0";"1344.69";"0.77";"3.14";"0.83";"56.11";"37.31";"33.75";"26.81";"29.82";"7.06";"0.67";"1689.04";"";"418";"1.16";"1.09";"0.09";"3.38";"0.76";"0.0";"762.25";"0.75";"2.22";"2.33";"68.77";"44.44";"39.44";"27.75";"32.76";"1.81"
"Strategy 2.9.317";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"2619.24";"";"646";"1.21";"0.94";"0.11";"1.31";"0.89";"0.0";"635.66";"0.92";"4.12";"1.06";"49.06";"37.22";"23.3";"15.91";"19.44";"2.1";"0.55";"549.39";"";"233";"1.1";"0.47";"0.05";"1.1";"0.59";"0.0";"509.92";"0.86";"1.08";"1.1";"55.36";"43.43";"24.02";"21.9";"22.88";"0.71"
"Strategy 2.9.318";"PASSED";"0.84";"NDXm_TICK_UTCPlus02";"M15";"5023.8";"";"1393";"1.18";"1.21";"0.1";"2.51";"0.7";"0.0";"767.08";"0.78";"6.55";"1.58";"53.99";"35.76";"23.2";"14.28";"18.19";"8.32";"0.63";"1626.64";"";"510";"1.13";"0.93";"0.08";"3.25";"0.8";"0.0";"913.13";"0.68";"1.78";"1.86";"69.66";"41.86";"25.6";"16.03";"19.9";"2.65"
"Strategy 2.9.348";"PASSED";"0.64";"NDXm_TICK_UTCPlus02";"M15";"3781.12";"";"2356";"1.08";"0.74";"0.05";"1.89";"0.72";"0.0";"2009.19";"0.71";"1.88";"0.49";"52.14";"34.13";"23.99";"16.84";"19.8";"9.5";"0.75";"2849.69";"";"758";"1.16";"1.46";"0.09";"5.7";"0.81";"0.0";"788.3";"0.71";"3.61";"3.68";"65.13";"39.64";"26.1";"18.19";"21.47";"2.73"
"Strategy 2.9.362";"PASSED";"0.72";"NDXm_TICK_UTCPlus02";"M15";"3124.22";"";"2140";"1.08";"0.76";"0.04";"1.56";"0.67";"0.0";"1058.76";"1.11";"2.95";"0.78";"35.47";"36.31";"20.46";"18.68";"19.62";"3.32";"0.59";"1293.79";"";"651";"1.1";"0.86";"0.05";"2.59";"0.71";"0.0";"891.38";"1.09";"1.45";"1.46";"42.03";"41.52";"22.97";"22.89";"22.93";"0.34"
"Strategy 2.9.374";"PASSED";"0.87";"NDXm_TICK_UTCPlus02";"M15";"6055.4";"";"1318";"1.24";"1.51";"0.13";"3.03";"0.82";"0.0";"713.62";"0.82";"8.49";"2.25";"52.69";"34.74";"23.62";"14.82";"18.78";"8.24";"0.57";"1388.47";"";"476";"1.12";"0.83";"0.07";"2.78";"0.72";"0.0";"1085.79";"0.68";"1.28";"1.32";"69.02";"42.16";"26.53";"17.22";"21.0";"2.48"
"Strategy 2.9.382";"PASSED";"0.83";"NDXm_TICK_UTCPlus02";"M15";"5428.56";"";"3004";"1.1";"0.97";"0.06";"2.71";"0.87";"0.0";"893.86";"0.68";"6.07";"1.6";"49.92";"30.91";"19.66";"13.01";"15.7";"10.63";"0.62";"1771.08";"";"977";"1.08";"0.84";"0.05";"3.54";"0.83";"0.0";"1075.47";"0.65";"1.65";"1.72";"60.71";"36.49";"21.44";"13.22";"16.46";"2.44"
"Strategy 2.9.393";"PASSED";"0.81";"NDXm_TICK_UTCPlus02";"M15";"7372.32";"";"2309";"1.16";"1.33";"0.09";"3.69";"0.78";"0.0";"1414.53";"0.67";"5.21";"1.39";"59.08";"34.16";"25.01";"16.46";"19.88";"10.42";"0.67";"2158.73";"";"763";"1.12";"1.06";"0.07";"4.32";"0.86";"0.0";"963.55";"0.61";"2.24";"2.27";"71.83";"39.24";"27.76";"16.64";"20.85";"2.94"
"Strategy 2.9.396";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"2787.4";"";"1007";"1.16";"0.88";"0.08";"1.39";"0.84";"0.0";"686.66";"1.06";"4.06";"1.06";"39.15";"35.62";"21.19";"19.83";"20.53";"2.52";"0.63";"917.8";"";"346";"1.13";"0.78";"0.06";"1.84";"0.71";"0.0";"503.69";"1.01";"1.82";"1.88";"46.21";"41.41";"24.4";"23.87";"24.14";"0.67"
"Strategy 2.9.397";"PASSED";"0.84";"NDXm_TICK_UTCPlus02";"M15";"3594.49";"";"1607";"1.14";"1.03";"0.06";"1.8";"0.86";"0.0";"536.27";"1.28";"6.7";"1.73";"32.35";"36.19";"17.98";"17.88";"17.94";"4.62";"0.57";"860.94";"";"528";"1.08";"0.68";"0.04";"1.72";"0.63";"0.0";"673.96";"1.19";"1.28";"1.31";"38.94";"42.8";"22.04";"20.54";"21.36";"1.26"
"Strategy 2.9.408";"PASSED";"0.83";"NDXm_TICK_UTCPlus02";"M15";"6035.78";"";"2307";"1.13";"1.22";"0.07";"3.02";"0.74";"0.0";"964.62";"1.0";"6.26";"1.51";"44.37";"39.03";"25.7";"21.43";"23.56";"13.19";"0.55";"1198.79";"";"740";"1.07";"0.68";"0.04";"2.4";"0.73";"0.0";"1112.43";"0.92";"1.08";"1.12";"52.37";"44.93";"30.25";"21.42";"25.64";"4.62"
"Strategy 2.9.411";"PASSED";"0.8";"NDXm_TICK_UTCPlus02";"M15";"4277.17";"";"1587";"1.13";"0.98";"0.07";"2.14";"0.81";"0.0";"859.04";"0.92";"4.98";"1.25";"48.54";"39.33";"26.54";"19.69";"22.97";"8.07";"0.69";"1424.42";"";"460";"1.13";"0.95";"0.07";"2.85";"0.81";"0.0";"572.89";"0.93";"2.49";"2.54";"55.21";"45.52";"31.37";"24.44";"27.78";"2.56"
"Strategy 2.9.413";"PASSED";"0.83";"NDXm_TICK_UTCPlus02";"M15";"5184.91";"";"1189";"1.22";"1.35";"0.12";"2.59";"0.71";"0.0";"804.0";"0.85";"6.45";"1.69";"52.34";"36.52";"19.73";"14.53";"16.92";"6.68";"0.57";"946.91";"";"412";"1.09";"0.61";"0.05";"1.89";"0.83";"0.0";"740.7";"0.72";"1.28";"1.31";"65.46";"42.97";"21.47";"14.68";"17.51";"2.14"
"Strategy 2.9.425";"PASSED";"0.67";"NDXm_TICK_UTCPlus02";"M15";"2745.67";"";"1308";"1.12";"0.77";"0.05";"1.37";"0.59";"0.0";"1194.27";"1.41";"2.3";"0.57";"33.75";"42.49";"17.46";"17.7";"17.56";"8.28";"0.63";"1365.72";"";"454";"1.14";"1.04";"0.06";"2.73";"0.8";"0.0";"766.23";"1.34";"1.78";"1.84";"42.04";"49.3";"21.94";"18.71";"20.56";"2.44"
"Strategy 2.9.428";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"5602.55";"";"1720";"1.16";"1.22";"0.09";"2.8";"0.66";"0.0";"1330.05";"0.88";"4.21";"1.1";"50.35";"38.08";"23.7";"17.04";"20.15";"10.29";"0.7";"2269.43";"";"597";"1.15";"1.25";"0.08";"4.54";"0.8";"0.0";"867.0";"0.83";"2.62";"2.75";"63.8";"45.74";"26.96";"20.19";"23.25";"3.36"
"Strategy 2.9.433";"PASSED";"0.83";"NDXm_TICK_UTCPlus02";"M15";"5086.01";"";"2151";"1.12";"1.03";"0.07";"2.54";"0.91";"0.0";"822.44";"0.71";"6.18";"1.62";"53.96";"34.19";"27.29";"20.05";"23.05";"2.27";"0.52";"1139.04";"";"628";"1.07";"0.62";"0.05";"2.28";"0.71";"0.0";"1223.66";"0.65";"0.93";"0.94";"66.02";"40.09";"32.13";"23.5";"26.9";"0.38"
"Strategy 2.9.437";"PASSED";"0.79";"NDXm_TICK_UTCPlus02";"M15";"3484.63";"";"1180";"1.15";"1.02";"0.06";"1.74";"0.76";"0.0";"739.29";"1.35";"4.71";"1.16";"38.88";"45.57";"29.67";"28.09";"29.0";"11.22";"0.63";"1173.78";"";"402";"1.13";"0.88";"0.06";"2.35";"0.66";"0.0";"656.38";"1.25";"1.79";"1.81";"46.01";"50.76";"32.99";"30.91";"32.06";"3.57"
"Strategy 2.9.439";"PASSED";"0.58";"NDXm_TICK_UTCPlus02";"M15";"4062.68";"";"2909";"1.07";"0.66";"0.04";"2.03";"0.78";"0.0";"2969.96";"0.69";"1.37";"0.36";"54.47";"35.19";"24.35";"15.76";"19.26";"11.76";"0.54";"1127.84";"";"934";"1.05";"0.48";"0.03";"2.26";"0.77";"0.0";"1060.07";"0.62";"1.06";"1.08";"68.22";"40.63";"27.46";"17.5";"21.33";"3.32"
"Strategy 2.9.443";"PASSED";"0.7";"NDXm_TICK_UTCPlus02";"M15";"3267.2";"";"1344";"1.1";"0.7";"0.06";"1.63";"0.67";"0.0";"1229.64";"0.74";"2.66";"0.66";"63.67";"42.94";"38.35";"27.4";"32.06";"12.14";"0.68";"2272.97";"";"459";"1.18";"1.31";"0.1";"4.55";"0.79";"0.0";"962.62";"0.74";"2.36";"2.38";"77.94";"48.96";"41.46";"26.55";"32.88";"4.12"
"Strategy 2.9.468";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"3320.94";"";"2060";"1.11";"0.86";"0.06";"1.66";"0.81";"0.0";"909.37";"0.77";"3.65";"0.94";"38.65";"27.01";"16.44";"11.56";"13.69";"6.81";"0.68";"1286.42";"";"594";"1.11";"0.94";"0.07";"2.57";"0.8";"0.0";"551.49";"0.76";"2.33";"2.36";"48.76";"33.13";"20.82";"15.66";"17.89";"2.02"
"Strategy 2.9.481";"PASSED";"0.68";"NDXm_TICK_UTCPlus02";"M15";"2832.71";"";"1860";"1.09";"0.76";"0.04";"1.42";"0.77";"0.0";"1181.23";"1.18";"2.4";"0.63";"33.34";"35.88";"19.93";"19.24";"19.61";"4.92";"0.76";"1719.06";"";"559";"1.16";"1.22";"0.07";"3.44";"0.83";"0.0";"458.7";"1.23";"3.75";"3.78";"41.11";"43.6";"24.87";"23.82";"24.4";"1.72"
"Strategy 2.9.483";"PASSED";"0.63";"NDXm_TICK_UTCPlus02";"M15";"1891.96";"";"1718";"1.06";"0.49";"0.03";"0.95";"0.84";"0.0";"1062.98";"1.35";"1.78";"0.46";"31.87";"40.5";"19.45";"20.59";"19.93";"9.87";"0.53";"1105.82";"";"559";"1.09";"0.78";"0.04";"2.21";"0.72";"0.0";"1156.67";"1.34";"0.96";"0.96";"40.15";"49.12";"23.92";"23.81";"23.87";"3.66"
"Strategy 2.9.491";"PASSED";"0.85";"NDXm_TICK_UTCPlus02";"M15";"6681.55";"";"2757";"1.13";"1.2";"0.08";"3.34";"0.82";"0.0";"917.91";"0.67";"7.28";"1.81";"53.13";"31.65";"21.72";"13.63";"16.88";"10.71";"0.59";"1818.54";"";"898";"1.09";"0.88";"0.06";"3.64";"0.71";"0.0";"1308.89";"0.6";"1.39";"1.46";"65.42";"36.24";"24.22";"13.77";"17.7";"2.69"
"Strategy 2.9.492";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"4603.19";"";"2089";"1.13";"1.14";"0.06";"2.3";"0.72";"0.0";"1258.16";"1.0";"3.66";"0.98";"39.09";"34.86";"20.85";"18.08";"19.47";"4.66";"0.6";"1264.0";"";"615";"1.1";"0.83";"0.05";"2.53";"0.75";"0.0";"833.19";"0.95";"1.52";"1.53";"47.4";"40.85";"24.76";"23.02";"23.87";"1.18"
"Strategy 2.9.503";"PASSED";"0.67";"NDXm_TICK_UTCPlus02";"M15";"3653.04";"";"2496";"1.08";"0.75";"0.05";"1.83";"0.79";"0.0";"1597.82";"0.68";"2.29";"0.61";"48.02";"30.39";"21.74";"15.54";"18.06";"6.05";"0.62";"1244.86";"";"697";"1.08";"0.7";"0.05";"2.49";"0.75";"0.0";"757.51";"0.66";"1.64";"1.68";"59.78";"36.69";"27.17";"19.17";"22.36";"1.93"
"Strategy 2.9.510";"PASSED";"0.81";"NDXm_TICK_UTCPlus02";"M15";"3985.03";"";"953";"1.2";"1.09";"0.1";"1.99";"0.66";"0.0";"766.22";"0.99";"5.2";"1.34";"50.66";"41.81";"28.59";"23.52";"26.05";"8.24";"0.64";"1448.91";"";"336";"1.17";"1.0";"0.09";"2.9";"0.78";"0.0";"766.32";"0.94";"1.89";"1.96";"60.68";"48.8";"31.44";"23.79";"27.5";"2.9"
"Strategy 2.9.514";"PASSED";"0.72";"NDXm_TICK_UTCPlus02";"M15";"5595.15";"";"2699";"1.11";"1.03";"0.07";"2.8";"0.84";"0.0";"1867.01";"0.67";"3.0";"0.79";"51.96";"31.31";"19.66";"13.65";"16.06";"8.95";"0.66";"2066.05";"";"881";"1.1";"1.03";"0.06";"4.13";"0.83";"0.0";"980.47";"0.64";"2.11";"2.15";"63.67";"36.75";"22.16";"14.85";"17.7";"2.44"
"Strategy 2.9.525";"PASSED";"0.82";"NDXm_TICK_UTCPlus02";"M15";"5698.11";"";"1548";"1.19";"1.29";"0.1";"2.85";"0.81";"0.0";"969.87";"0.79";"5.88";"1.55";"53.2";"35.52";"22.95";"14.21";"18.07";"9.16";"0.55";"1304.14";"";"527";"1.1";"0.73";"0.06";"2.61";"0.69";"0.0";"1160.68";"0.67";"1.12";"1.13";"69.1";"42.37";"25.03";"17.34";"20.43";"2.69"
"Strategy 2.9.529";"PASSED";"0.64";"NDXm_TICK_UTCPlus02";"M15";"2778.06";"";"1948";"1.07";"0.56";"0.04";"1.39";"0.79";"0.0";"1503.47";"0.89";"1.85";"0.48";"47.86";"39.7";"23.4";"16.91";"19.96";"11.85";"0.57";"1326.66";"";"660";"1.08";"0.75";"0.04";"2.65";"0.76";"0.0";"1044.84";"0.82";"1.27";"1.31";"60.97";"46.53";"24.36";"19.6";"21.75";"3.36"
"Strategy 2.9.530";"PASSED";"0.87";"NDXm_TICK_UTCPlus02";"M15";"5652.56";"";"1582";"1.2";"1.45";"0.1";"2.83";"0.87";"0.0";"648.81";"1.05";"8.71";"2.15";"41.33";"36.14";"22.67";"20.48";"21.6";"4.58";"0.53";"731.05";"";"502";"1.07";"0.5";"0.03";"1.46";"0.67";"0.0";"761.73";"0.93";"0.96";"0.99";"48.62";"42.45";"25.47";"23.65";"24.53";"1.3"
"Strategy 2.9.537";"PASSED";"0.79";"NDXm_TICK_UTCPlus02";"M15";"4921.21";"";"2505";"1.11";"1.05";"0.06";"2.46";"0.85";"0.0";"1020.74";"0.75";"4.82";"1.27";"44.74";"30.3";"19.53";"13.94";"16.34";"7.06";"0.7";"1951.97";"";"752";"1.13";"1.12";"0.07";"3.9";"0.74";"0.0";"734.24";"0.77";"2.66";"2.79";"53.54";"36.82";"22.8";"16.92";"19.49";"2.02"
"Strategy 2.9.541";"PASSED";"0.83";"NDXm_TICK_UTCPlus02";"M15";"5420.97";"";"1850";"1.16";"1.21";"0.08";"2.71";"0.82";"0.0";"863.51";"1.0";"6.28";"1.6";"43.47";"37.78";"17.82";"14.45";"16.14";"10.04";"0.58";"1088.28";"";"673";"1.07";"0.62";"0.04";"2.18";"0.8";"0.0";"802.28";"0.86";"1.36";"1.4";"55.0";"44.24";"19.25";"15.8";"17.39";"2.61"
"Strategy 2.9.542";"PASSED";"0.74";"NDXm_TICK_UTCPlus02";"M15";"4660.53";"";"2144";"1.1";"0.86";"0.06";"2.33";"0.68";"0.0";"1404.48";"0.71";"3.32";"0.86";"58.13";"37.47";"25.54";"16.89";"20.48";"13.87";"0.59";"2584.61";"";"757";"1.13";"1.16";"0.08";"5.17";"0.66";"0.0";"1778.67";"0.67";"1.45";"1.56";"74.61";"44.36";"27.91";"18.73";"22.42";"4.12"
"Strategy 2.9.553";"PASSED";"0.74";"NDXm_TICK_UTCPlus02";"M15";"2958.83";"";"2056";"1.08";"0.64";"0.05";"1.48";"0.78";"0.0";"896.98";"0.62";"3.3";"0.86";"50.88";"29.04";"22.06";"15.63";"18.08";"1.26";"0.58";"1356.01";"";"642";"1.1";"0.83";"0.06";"2.71";"0.85";"0.0";"1008.92";"0.61";"1.34";"1.36";"60.14";"32.99";"24.68";"17.83";"20.41";"0.25"
"Strategy 2.9.574";"PASSED";"0.78";"NDXm_TICK_UTCPlus02";"M15";"5239.04";"";"2276";"1.11";"1.08";"0.06";"2.62";"0.86";"0.0";"1211.79";"0.96";"4.32";"1.15";"45.85";"39.52";"29.86";"25.71";"27.74";"6.55";"0.69";"2383.33";"";"624";"1.16";"1.39";"0.08";"4.77";"0.8";"0.0";"952.85";"0.98";"2.5";"2.54";"54.82";"46.21";"35.24";"31.69";"33.45";"1.43"
"Strategy 2.9.577";"PASSED";"0.84";"NDXm_TICK_UTCPlus02";"M15";"6085.56";"";"2608";"1.12";"1.17";"0.07";"3.04";"0.82";"0.0";"872.67";"0.8";"6.97";"1.71";"47.54";"33.88";"20.11";"14.64";"17.07";"8.91";"0.61";"1525.11";"";"881";"1.08";"0.76";"0.04";"3.05";"0.78";"0.0";"956.81";"0.74";"1.59";"1.66";"57.67";"39.54";"20.9";"15.05";"17.53";"2.98"
"Strategy 3.1.327";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"2097.39";"";"908";"1.14";"0.78";"0.06";"1.05";"0.83";"0.0";"578.65";"1.4";"3.62";"0.91";"31.48";"38.4";"19.28";"20.08";"19.62";"1.76";"0.69";"1022.46";"";"233";"1.24";"1.19";"0.1";"2.04";"0.72";"0.0";"414.17";"1.45";"2.47";"2.52";"38.52";"45.2";"26.3";"27.02";"26.6";"0.25"
"Strategy 3.1.388";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"3357.44";"";"896";"1.18";"0.98";"0.1";"1.68";"0.76";"0.0";"925.17";"0.84";"3.63";"0.96";"52.83";"37.47";"20.55";"14.64";"17.33";"3.07";"0.71";"1322.15";"";"281";"1.21";"1.17";"0.12";"2.64";"0.8";"0.0";"464.14";"0.81";"2.85";"2.9";"60.8";"40.9";"18.77";"16.16";"17.33";"0.38"
"Strategy 3.1.389";"PASSED";"0.7";"NDXm_TICK_UTCPlus02";"M15";"3792.12";"";"2077";"1.11";"0.9";"0.05";"1.9";"0.79";"0.0";"1431.38";"1.1";"2.65";"0.69";"35.49";"35.27";"13.17";"11.87";"12.55";"9.45";"0.64";"1804.6";"";"752";"1.12";"1.1";"0.06";"3.61";"0.73";"0.0";"939.2";"1.03";"1.92";"1.93";"45.51";"42.11";"15.08";"13.45";"14.27";"2.23"
"Strategy 3.1.411";"PASSED";"0.76";"NDXm_TICK_UTCPlus02";"M15";"2029.0";"";"393";"1.28";"0.88";"0.17";"1.01";"0.57";"0.0";"545.03";"0.66";"3.72";"0.93";"59.24";"30.44";"23.96";"14.95";"18.53";"1.76";"0.74";"1524.18";"";"140";"1.51";"1.76";"0.3";"3.05";"0.84";"0.0";"266.26";"0.69";"5.72";"5.87";"79.2";"36.03";"29.89";"14.98";"21.05";"0.59"
"Strategy 3.1.415";"PASSED";"0.71";"NDXm_TICK_UTCPlus02";"M15";"2931.95";"";"1328";"1.11";"0.73";"0.07";"1.47";"0.75";"0.0";"1041.53";"0.64";"2.82";"0.72";"56.4";"32.23";"23.44";"14.43";"17.93";"3.87";"0.67";"1590.04";"";"415";"1.17";"1.09";"0.1";"3.18";"0.84";"0.0";"722.17";"0.65";"2.2";"2.29";"67.6";"37.41";"32.46";"19.33";"24.49";"1.97"
"Strategy 3.1.428";"PASSED";"0.58";"NDXm_TICK_UTCPlus02";"M15";"1915.95";"";"719";"1.14";"0.62";"0.09";"0.96";"0.7";"0.0";"1430.5";"0.68";"1.34";"0.35";"52.61";"31.29";"19.32";"14.95";"16.71";"1.81";"0.85";"2363.29";"";"247";"1.49";"2.09";"0.28";"4.73";"0.78";"0.0";"324.42";"0.78";"7.28";"7.51";"66.43";"34.61";"18.77";"13.89";"16.02";"0.55"
"Strategy 3.1.512";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"2747.87";"";"941";"1.17";"0.93";"0.1";"1.37";"0.82";"0.0";"763.93";"0.69";"3.6";"0.94";"48.74";"28.81";"15.65";"10.73";"12.74";"0.42";"0.63";"807.13";"";"320";"1.14";"0.8";"0.08";"1.61";"0.78";"0.0";"444.68";"0.66";"1.82";"1.85";"52.56";"30.41";"16.14";"10.56";"12.78";"0.08"
"Strategy 3.10.299";"PASSED";"0.65";"NDXm_TICK_UTCPlus02";"M15";"2064.91";"";"1205";"1.1";"0.6";"0.05";"1.03";"0.73";"0.0";"1032.39";"1.04";"2.0";"0.52";"38.48";"36.61";"23.74";"23.0";"23.38";"4.2";"0.53";"530.6";"";"366";"1.07";"0.41";"0.03";"1.06";"0.63";"0.0";"557.68";"0.99";"0.95";"0.97";"47.37";"43.97";"29.65";"25.99";"27.81";"0.97"
"Strategy 3.10.301";"PASSED";"0.8";"NDXm_TICK_UTCPlus02";"M15";"5565.39";"";"3178";"1.11";"1.19";"0.05";"2.78";"0.88";"0.0";"1145.87";"1.08";"4.86";"1.2";"34.51";"33.76";"17.75";"16.48";"17.14";"6.18";"0.61";"1371.89";"";"846";"1.08";"0.83";"0.04";"2.74";"0.82";"0.0";"879.38";"1.04";"1.56";"1.57";"42.39";"40.92";"22.44";"20.47";"21.48";"1.89"
"Strategy 3.10.305";"PASSED";"0.84";"NDXm_TICK_UTCPlus02";"M15";"5832.63";"";"2520";"1.12";"1.2";"0.07";"2.92";"0.7";"0.0";"875.51";"0.91";"6.66";"1.62";"43.79";"35.51";"20.34";"15.98";"18.06";"10.5";"0.57";"1327.85";"";"812";"1.07";"0.7";"0.04";"2.66";"0.65";"0.0";"1049.39";"0.83";"1.27";"1.32";"54.37";"42.29";"24.75";"16.75";"20.39";"3.57"
"Strategy 3.10.306";"PASSED";"0.72";"NDXm_TICK_UTCPlus02";"M15";"1499.66";"";"732";"1.12";"0.57";"0.07";"0.75";"0.8";"0.0";"500.16";"0.75";"3.0";"0.74";"43.81";"29.15";"17.91";"11.6";"14.3";"0.63";"0.62";"715.25";"";"212";"1.19";"0.97";"0.11";"1.43";"0.64";"0.0";"421.77";"0.77";"1.7";"1.7";"47.87";"30.74";"18.2";"11.16";"14.21";"0.34"
"Strategy 3.10.313";"PASSED";"0.65";"NDXm_TICK_UTCPlus02";"M15";"2950.48";"";"1897";"1.09";"0.73";"0.04";"1.48";"0.72";"0.0";"1451.22";"1.32";"2.03";"0.53";"32.82";"39.86";"15.92";"16.03";"15.97";"10.42";"0.61";"1285.83";"";"687";"1.09";"0.78";"0.04";"2.57";"0.8";"0.0";"814.75";"1.26";"1.58";"1.63";"41.4";"47.93";"17.95";"16.69";"17.39";"2.9"
"Strategy 3.10.314";"PASSED";"0.8";"NDXm_TICK_UTCPlus02";"M15";"3637.24";"";"2275";"1.1";"0.86";"0.04";"1.82";"0.69";"0.0";"733.32";"1.4";"4.96";"1.21";"31.49";"40.16";"14.37";"15.56";"14.86";"11.81";"0.55";"1322.67";"";"804";"1.08";"0.77";"0.03";"2.65";"0.73";"0.0";"1177.93";"1.32";"1.12";"1.17";"39.03";"47.84";"17.22";"16.36";"16.85";"2.73"
"Strategy 3.10.330";"PASSED";"0.67";"NDXm_TICK_UTCPlus02";"M15";"4375.06";"";"2369";"1.09";"0.82";"0.05";"2.19";"0.68";"0.0";"1975.37";"0.81";"2.21";"0.58";"49.32";"36.47";"19.13";"12.74";"15.59";"12.56";"0.53";"1196.77";"";"839";"1.06";"0.57";"0.03";"2.39";"0.81";"0.0";"1262.71";"0.73";"0.95";"0.98";"61.98";"42.55";"20.95";"14.32";"17.11";"3.45"
"Strategy 3.10.342";"PASSED";"0.81";"NDXm_TICK_UTCPlus02";"M15";"5977.96";"";"2199";"1.13";"1.1";"0.07";"2.99";"0.81";"0.0";"1138.5";"0.79";"5.25";"1.39";"54.27";"38.05";"28.97";"21.13";"24.59";"11.43";"0.78";"3068.53";"";"731";"1.17";"1.5";"0.09";"6.14";"0.89";"0.0";"701.66";"0.8";"4.37";"4.42";"65.33";"44.74";"28.71";"23.49";"25.81";"3.91"
"Strategy 3.10.344";"PASSED";"0.81";"NDXm_TICK_UTCPlus02";"M15";"5657.56";"";"2823";"1.11";"1.02";"0.06";"2.83";"0.73";"0.0";"1017.78";"0.82";"5.56";"1.36";"46.44";"34.28";"20.22";"14.41";"17.02";"10.0";"0.59";"1346.62";"";"939";"1.06";"0.63";"0.04";"2.69";"0.75";"0.0";"966.57";"0.76";"1.39";"1.45";"57.14";"40.82";"22.28";"16.97";"19.26";"3.19"
"Strategy 3.10.345";"PASSED";"0.8";"NDXm_TICK_UTCPlus02";"M15";"5569.87";"";"2226";"1.14";"1.2";"0.08";"2.78";"0.8";"0.0";"1078.51";"0.89";"5.16";"1.36";"42.98";"33.38";"18.61";"14.28";"16.32";"8.53";"0.71";"2234.69";"";"724";"1.15";"1.31";"0.08";"4.47";"0.8";"0.0";"802.74";"0.87";"2.78";"2.92";"51.29";"38.89";"20.18";"16.21";"18.06";"2.73"
"Strategy 3.10.360";"PASSED";"0.79";"NDXm_TICK_UTCPlus02";"M15";"5569.07";"";"2311";"1.13";"1.16";"0.07";"2.78";"0.78";"0.0";"1160.04";"0.94";"4.8";"1.26";"43.87";"36.51";"21.16";"17.1";"19.07";"10.38";"0.53";"862.21";"";"770";"1.05";"0.47";"0.03";"1.72";"0.74";"0.0";"896.18";"0.82";"0.96";"0.99";"52.52";"41.27";"24.1";"18.66";"21.12";"3.24"
"Strategy 3.10.390";"PASSED";"0.67";"NDXm_TICK_UTCPlus02";"M15";"2447.52";"";"1431";"1.1";"0.69";"0.04";"1.22";"0.78";"0.0";"1084.9";"1.56";"2.26";"0.59";"31.13";"44.05";"19.31";"23.31";"20.87";"9.24";"0.63";"1308.99";"";"507";"1.13";"0.98";"0.05";"2.62";"0.77";"0.0";"743.21";"1.56";"1.76";"1.82";"36.67";"50.61";"22.85";"26.33";"24.21";"2.86"
"Strategy 3.10.431";"PASSED";"0.72";"NDXm_TICK_UTCPlus02";"M15";"2912.16";"";"2431";"1.08";"0.73";"0.04";"1.46";"0.86";"0.0";"995.33";"0.96";"2.93";"0.76";"33.02";"29.27";"15.36";"12.75";"14.03";"9.12";"0.66";"1453.95";"";"660";"1.12";"1.03";"0.06";"2.91";"0.78";"0.0";"702.58";"0.94";"2.07";"2.09";"41.88";"35.14";"21.19";"15.34";"18.17";"1.76"
